ENST00000344463	0.0173495574907	0.0	660.908665332	1.13333828153e-06
ENST00000341426	0.538696832921	0.00546256505761	0.000166978118055	1196.16386325
ENST00000498810	36659.2133104	24892.5568913	7437.30335737	11465.7257575
ENST00000475229	2445.77403813	1036.8266438	3776.81318867	1032.06892948
ENST00000491311	0.0	0.0	0.0	0.0
ENST00000489300	3305.71807328	3817.6591829	2833.85821613	6328.0268799
ENST00000492768	2407.86215177	429.029242105	883.323302015	1493.6770774
ENST00000471354	748.548708859	606.805292184	733.316842194	472.908658085
ENST00000474916	9068.76829781	7069.06574596	0.0	653.501367648
ENST00000480499	0.0	0.0	0.0	0.0
ENST00000464748	0.0	0.0	0.0	0.15415070792
ENST00000598846	4432.44893661	3821.17418458	3518.75158923	4034.08396478
ENST00000401096	0.0246881981601	0.00182928075275	0.0	411.980883133
ENST00000424604	4296.88773325	3598.27049936	2647.45368019	2175.67516363
ENST00000492845	7200.16812811	7626.16442035	6435.34957783	8542.74007371
ENST00000439272	2803.78556532	7090.24408646	0.0	5340.74063216
ENST00000497615	8072.21675113	8765.80264267	3888.33801251	7055.07189209
ENST00000355439	1541.61309202	1024.82338143	2486.11658557	2480.02937277
ENST00000464373	5662.94115817	5443.31394246	3268.67115351	3325.72253243
ENST00000341991	16977.6813342	17020.099113	29496.6957281	26123.0631302
ENST00000607589	22073.1554233	22538.8683319	27137.0762132	35472.5903564
ENST00000234610	0.0	0.0	0.0	0.0
ENST00000497186	1385.021909	1756.29682646	3344.53868513	3567.70875868
ENST00000492390	0.089215977731	1031.93444989	1486.60060097	1008.48503478
ENST00000378638	1137.14096106	0.0	4570.39134994	3939.92992495
ENST00000480542	0.0	0.0	0.0	0.0
ENST00000400924	1657.53757833	1.86888290787	126.527729143	0.0
ENST00000418950	0.0	0.0	0.0	0.0403836271676
ENST00000468397	531.406436063	1126.10637991	722.17921309	0.0
ENST00000463652	0.0	0.0	2224.14549939	1898.47665402
ENST00000495016	0.0	0.0	123.600004311	0.0
ENST00000400922	9071.71153917	8253.55694556	1865.7702581	3641.20460262
ENST00000378633	0.0	0.780949985959	1157.6963994	1629.17043752
ENST00000378609	186659.407957	184733.063739	225316.275226	224385.086977
ENST00000378635	14164.8049118	18360.6475507	14016.2817103	8357.18888457
ENST00000498806	2477.17465299	0.0	0.0	6083.04486764
ENST00000509982	0.0	3771.65268304	40.3414198816	0.183520432901
ENST00000358779	0.0	0.0	0.0	0.14287213755
ENST00000460465	22591.8801392	20680.0293756	11595.5463637	10407.8797053
ENST00000342348	9624.58387773	7345.55592069	1314.44350468	4606.58722269
ENST00000460602	275.221013942	1151.41191272	651.776643933	1238.69697637
ENST00000497747	0.0	0.0	0.0	0.0
ENST00000246421	0.0901676152719	3731.79251659	2207.49821323	2162.76895136
ENST00000356200	0.0	0.0	0.0	0.0
ENST00000477235	11238.497195	9429.5556501	11563.298217	5891.50521235
ENST00000434686	0.0	0.0	7322.72185629	23307.3564221
ENST00000404249	0.000833303022349	0.000153296167723	0.0	0.00551962427528
ENST00000356937	475.686577064	0.0	0.0	0.0
ENST00000469045	2750.26604278	2023.78385916	1420.33528011	860.135752849
ENST00000472614	0.0	0.0	0.0	0.0
ENST00000417099	3771.7490927	4222.62116713	3710.87459778	4522.83658246
ENST00000468800	1395.12661685	1241.65052991	0.00023909936931	0.0
ENST00000577672	2145.81287518	1698.62418845	1234.49309324	1532.52721148
ENST00000478901	1996.20779624	2583.02406145	0.0	1.4769567232
ENST00000461893	1628.76247523	2060.85970247	2663.93155229	1669.38718351
ENST00000489538	996.362277657	0.0	0.0	0.0
ENST00000437146	6344.4740396	0.0	0.0	7655.07855082
ENST00000378625	0.0421351953162	1468.81780122	0.431887186134	1405.95919636
ENST00000479362	65170.8299449	53959.4146912	20256.1013859	21795.9088733
ENST00000487462	642.714902822	698.338221283	0.0	476.733107086
ENST00000412810	0.0	0.0	0.0	0.0
ENST00000357760	2732.32957229	3736.81282656	762.873630575	364.620779585
